play_date,version,character_code,character_name,pick_count,team_count,top3_rate,win_rate,avg_rank,total_slots,total_teams,pick_share
2026-02-18,2.0,32,윌리엄,13,13,46.15,15.38,4.0,2517,839,0.52
2026-02-18,2.0,40,클로에,12,12,41.67,16.67,4.75,2517,839,0.48
2026-02-18,2.0,44,에키온,12,12,33.33,8.33,4.667,2517,839,0.48
2026-02-18,2.0,66,아르다,12,12,58.33,25.0,3.25,2517,839,0.48
2026-02-18,2.0,56,피올로,11,11,63.64,18.18,3.364,2517,839,0.44
2026-02-18,2.0,8,하트,10,10,40.0,0.0,5.3,2517,839,0.4
2026-02-18,2.0,43,셀린,9,9,55.56,11.11,3.444,2517,839,0.36
2026-02-18,2.0,60,타지아,9,9,11.11,0.0,5.889,2517,839,0.36
2026-02-18,2.0,5,자히르,7,7,57.14,0.0,3.714,2517,839,0.28
2026-02-18,2.0,62,테오도르,7,7,57.14,14.29,3.571,2517,839,0.28
2026-02-18,2.0,24,아델라,6,6,66.67,16.67,3.333,2517,839,0.24
2026-02-18,2.0,37,다니엘,6,6,33.33,0.0,5.333,2517,839,0.24
2026-02-18,2.0,38,제니,6,6,16.67,0.0,4.667,2517,839,0.24
2026-02-18,2.0,57,마르티나,6,6,16.67,0.0,4.833,2517,839,0.24
2026-02-18,2.0,73,샬럿,6,6,66.67,16.67,3.333,2517,839,0.24
2026-02-18,2.0,41,요한,4,4,75.0,25.0,3.5,2517,839,0.16
2026-02-18,2.0,51,프리야,4,4,75.0,25.0,3.0,2517,839,0.16
2026-02-19,2.0,72,카티야,41,41,34.15,21.95,4.634,792,264,5.18
2026-02-19,2.0,78,히스이,28,28,32.14,3.57,4.929,792,264,3.54
2026-02-19,2.0,65,데비&마를렌,25,25,36.0,12.0,4.24,792,264,3.16
2026-02-19,2.0,74,다르코,25,25,40.0,24.0,4.4,792,264,3.16
2026-02-19,2.0,18,쇼이치,21,21,28.57,4.76,4.619,792,264,2.65
2026-02-19,2.0,85,미르카,21,21,19.05,9.52,5.095,792,264,2.65
2026-02-19,2.0,67,아비게일,19,19,52.63,15.79,4.316,792,264,2.4
2026-02-19,2.0,22,루크,18,18,44.44,5.56,4.5,792,264,2.27
2026-02-19,2.0,58,헤이즈,18,18,55.56,5.56,3.611,792,264,2.27
2026-02-19,2.0,84,블레어,18,18,38.89,5.56,4.667,792,264,2.27
2026-02-19,2.0,86,펜리르,17,17,47.06,0.0,4.0,792,264,2.15
2026-02-19,2.0,1,재키,15,15,33.33,6.67,5.267,792,264,1.89
2026-02-19,2.0,2,아야,15,15,33.33,13.33,4.6,792,264,1.89
2026-02-19,2.0,10,리 다이린,15,15,26.67,13.33,4.6,792,264,1.89
2026-02-19,2.0,46,에이든,15,15,26.67,13.33,5.133,792,264,1.89
2026-02-19,2.0,64,바냐,15,15,33.33,13.33,4.333,792,264,1.89
2026-02-19,2.0,4,매그너스,13,13,38.46,0.0,4.231,792,264,1.64
2026-02-19,2.0,21,로지,13,13,46.15,15.38,4.692,792,264,1.64
2026-02-19,2.0,27,알렉스,13,13,38.46,15.38,5.077,792,264,1.64
2026-02-19,2.0,71,케네스,13,13,53.85,15.38,4.0,792,264,1.64
2026-02-19,2.0,28,수아,12,12,41.67,8.33,3.917,792,264,1.52
2026-02-19,2.0,30,일레븐,12,12,25.0,16.67,4.25,792,264,1.52
2026-02-19,2.0,54,칼라,12,12,41.67,16.67,4.0,792,264,1.52
2026-02-19,2.0,70,츠바메,12,12,33.33,0.0,4.5,792,264,1.52
2026-02-19,2.0,11,유키,11,11,18.18,9.09,5.182,792,264,1.39
2026-02-19,2.0,13,쇼우,11,11,54.55,45.45,3.273,792,264,1.39
2026-02-19,2.0,14,키아라,11,11,45.45,18.18,4.545,792,264,1.39
2026-02-19,2.0,20,레녹스,11,11,27.27,18.18,4.364,792,264,1.39
2026-02-19,2.0,53,마커스,11,11,63.64,18.18,3.364,792,264,1.39
2026-02-19,2.0,75,르노어,11,11,54.55,18.18,4.455,792,264,1.39
2026-02-19,2.0,77,유민,11,11,36.36,18.18,5.182,792,264,1.39
2026-02-19,2.0,7,현우,10,10,40.0,10.0,4.7,792,264,1.26
2026-02-19,2.0,29,레온,10,10,40.0,30.0,4.0,792,264,1.26
2026-02-19,2.0,79,유스티나,10,10,40.0,10.0,4.3,792,264,1.26
2026-02-19,2.0,82,슈린,10,10,10.0,10.0,4.6,792,264,1.26
2026-02-19,2.0,26,바바라,9,9,11.11,0.0,5.222,792,264,1.14
2026-02-19,2.0,31,리오,9,9,44.44,0.0,4.333,792,264,1.14
2026-02-19,2.0,45,마이,9,9,44.44,0.0,4.444,792,264,1.14
2026-02-19,2.0,76,가넷,9,9,22.22,0.0,6.111,792,264,1.14
2026-02-19,2.0,6,나딘,7,7,28.57,0.0,4.857,792,264,0.88
2026-02-19,2.0,16,실비아,7,7,42.86,14.29,4.0,792,264,0.88
2026-02-19,2.0,34,나타폰,7,7,42.86,14.29,3.143,792,264,0.88
2026-02-19,2.0,39,카밀로,7,7,57.14,14.29,3.857,792,264,0.88
2026-02-19,2.0,42,비앙카,7,7,42.86,0.0,4.286,792,264,0.88
2026-02-19,2.0,47,라우라,7,7,42.86,0.0,4.0,792,264,0.88
2026-02-19,2.0,68,알론소,7,7,57.14,28.57,3.286,792,264,0.88
2026-02-19,2.0,80,이슈트반,7,7,28.57,14.29,4.429,792,264,0.88
2026-02-19,2.0,83,헨리,7,7,57.14,42.86,3.143,792,264,0.88
2026-02-19,2.0,8,하트,6,6,33.33,16.67,4.0,792,264,0.76
2026-02-19,2.0,9,아이솔,6,6,16.67,0.0,5.167,792,264,0.76
2026-02-19,2.0,15,시셀라,6,6,33.33,16.67,3.833,792,264,0.76
2026-02-19,2.0,19,엠마,6,6,33.33,16.67,3.5,792,264,0.76
2026-02-19,2.0,33,니키,6,6,50.0,0.0,4.667,792,264,0.76
2026-02-19,2.0,36,이바,6,6,33.33,16.67,5.0,792,264,0.76
2026-02-19,2.0,41,요한,6,6,0.0,0.0,6.667,792,264,0.76
2026-02-19,2.0,43,셀린,6,6,50.0,0.0,3.833,792,264,0.76
2026-02-19,2.0,44,에키온,6,6,66.67,16.67,3.333,792,264,0.76
2026-02-19,2.0,62,테오도르,6,6,33.33,16.67,4.167,792,264,0.76
2026-02-19,2.0,81,니아,6,6,0.0,0.0,6.0,792,264,0.76
2026-02-19,2.0,24,아델라,5,5,60.0,0.0,4.0,792,264,0.63
2026-02-19,2.0,48,띠아,5,5,20.0,0.0,4.6,792,264,0.63
2026-02-19,2.0,49,펠릭스,5,5,40.0,0.0,5.2,792,264,0.63
2026-02-19,2.0,73,샬럿,5,5,0.0,0.0,5.4,792,264,0.63
2026-02-19,2.0,5,자히르,4,4,75.0,25.0,2.5,792,264,0.51
2026-02-19,2.0,17,아드리아나,4,4,25.0,25.0,5.0,792,264,0.51
2026-02-19,2.0,32,윌리엄,4,4,75.0,25.0,3.0,792,264,0.51
2026-02-19,2.0,50,엘레나,4,4,50.0,25.0,3.75,792,264,0.51
2026-02-19,2.0,52,아디나,4,4,50.0,50.0,4.0,792,264,0.51
2026-02-19,2.0,63,이안,4,4,50.0,25.0,2.75,792,264,0.51
2026-02-19,2.0,69,레니,4,4,50.0,25.0,3.5,792,264,0.51
2026-02-19,2.0,25,버니스,3,3,33.33,33.33,4.0,792,264,0.38
2026-02-19,2.0,37,다니엘,3,3,33.33,0.0,3.667,792,264,0.38
2026-02-19,2.0,40,클로에,3,3,66.67,33.33,4.0,792,264,0.38
2026-02-19,2.0,51,프리야,3,3,66.67,66.67,2.667,792,264,0.38
2026-02-19,2.0,59,아이작,3,3,100.0,33.33,1.667,792,264,0.38
2026-02-19,2.0,60,타지아,3,3,100.0,66.67,1.333,792,264,0.38
2026-02-19,2.0,61,이렘,3,3,0.0,0.0,6.333,792,264,0.38
2026-02-19,2.0,66,아르다,3,3,66.67,33.33,3.667,792,264,0.38
2026-02-19,2.0,3,피오라,2,2,50.0,0.0,4.5,792,264,0.25
2026-02-19,2.0,12,혜진,2,2,0.0,0.0,5.5,792,264,0.25
2026-02-19,2.0,35,얀,2,2,100.0,0.0,3.0,792,264,0.25
2026-02-19,2.0,55,에스텔,2,2,100.0,0.0,2.5,792,264,0.25
2026-02-19,2.0,56,피올로,2,2,50.0,50.0,4.0,792,264,0.25
2026-02-19,2.0,38,제니,1,1,0.0,0.0,5.0,792,264,0.13
2026-02-19,2.0,57,마르티나,1,1,100.0,0.0,2.0,792,264,0.13
2026-02-19,3.0,72,카티야,50,50,46.0,12.0,4.04,1209,403,4.14
2026-02-19,3.0,78,히스이,48,48,27.08,18.75,4.854,1209,403,3.97
2026-02-19,3.0,74,다르코,39,39,33.33,10.26,5.179,1209,403,3.23
2026-02-19,3.0,27,알렉스,38,38,39.47,10.53,4.158,1209,403,3.14
2026-02-19,3.0,64,바냐,36,36,33.33,13.89,4.694,1209,403,2.98
2026-02-19,3.0,85,미르카,31,31,51.61,12.9,3.839,1209,403,2.56
2026-02-19,3.0,2,아야,29,29,34.48,13.79,4.414,1209,403,2.4
2026-02-19,3.0,58,헤이즈,29,29,31.03,13.79,4.448,1209,403,2.4
2026-02-19,3.0,67,아비게일,28,28,42.86,17.86,4.0,1209,403,2.32
2026-02-19,3.0,84,블레어,28,28,35.71,3.57,4.643,1209,403,2.32
2026-02-19,3.0,14,키아라,27,27,29.63,11.11,5.037,1209,403,2.23
2026-02-19,3.0,86,펜리르,27,27,37.04,7.41,4.704,1209,403,2.23
2026-02-19,3.0,11,유키,26,26,30.77,3.85,4.846,1209,403,2.15
2026-02-19,3.0,21,로지,26,26,57.69,11.54,4.231,1209,403,2.15
2026-02-19,3.0,65,데비&마를렌,25,25,32.0,12.0,4.8,1209,403,2.07
2026-02-19,3.0,22,루크,24,24,20.83,4.17,5.458,1209,403,1.99
2026-02-19,3.0,77,유민,22,22,36.36,22.73,4.591,1209,403,1.82
2026-02-19,3.0,7,현우,21,21,28.57,9.52,4.714,1209,403,1.74
2026-02-19,3.0,31,리오,21,21,42.86,4.76,4.667,1209,403,1.74
2026-02-19,3.0,20,레녹스,20,20,40.0,30.0,3.7,1209,403,1.65
2026-02-19,3.0,33,니키,19,19,31.58,15.79,4.737,1209,403,1.57
2026-02-19,3.0,70,츠바메,19,19,47.37,21.05,4.105,1209,403,1.57
2026-02-19,3.0,71,케네스,19,19,42.11,10.53,3.895,1209,403,1.57
2026-02-19,3.0,82,슈린,19,19,57.89,15.79,3.947,1209,403,1.57
2026-02-19,3.0,53,마커스,18,18,33.33,5.56,4.722,1209,403,1.49
2026-02-19,3.0,83,헨리,18,18,33.33,11.11,4.833,1209,403,1.49
2026-02-19,3.0,26,바바라,17,17,29.41,5.88,4.588,1209,403,1.41
2026-02-19,3.0,59,아이작,17,17,29.41,17.65,4.941,1209,403,1.41
2026-02-19,3.0,75,르노어,17,17,23.53,5.88,4.765,1209,403,1.41
2026-02-19,3.0,81,니아,17,17,23.53,5.88,5.235,1209,403,1.41
2026-02-19,3.0,17,아드리아나,16,16,31.25,0.0,4.562,1209,403,1.32
2026-02-19,3.0,4,매그너스,15,15,73.33,33.33,2.867,1209,403,1.24
2026-02-19,3.0,47,라우라,15,15,26.67,13.33,5.133,1209,403,1.24
2026-02-19,3.0,68,알론소,15,15,33.33,6.67,4.867,1209,403,1.24
2026-02-19,3.0,9,아이솔,14,14,57.14,21.43,3.857,1209,403,1.16
2026-02-19,3.0,30,일레븐,13,13,23.08,7.69,5.308,1209,403,1.08
2026-02-19,3.0,34,나타폰,13,13,53.85,30.77,3.769,1209,403,1.08
2026-02-19,3.0,42,비앙카,13,13,15.38,7.69,4.846,1209,403,1.08
2026-02-19,3.0,79,유스티나,13,13,46.15,23.08,3.385,1209,403,1.08
2026-02-19,3.0,10,리 다이린,12,12,25.0,8.33,5.333,1209,403,0.99
2026-02-19,3.0,18,쇼이치,12,12,50.0,8.33,4.25,1209,403,0.99
2026-02-19,3.0,39,카밀로,12,12,50.0,16.67,3.5,1209,403,0.99
2026-02-19,3.0,48,띠아,12,12,41.67,16.67,4.25,1209,403,0.99
2026-02-19,3.0,36,이바,11,11,36.36,36.36,4.636,1209,403,0.91
2026-02-19,3.0,80,이슈트반,11,11,54.55,9.09,3.909,1209,403,0.91
2026-02-19,3.0,46,에이든,10,10,50.0,0.0,3.9,1209,403,0.83
2026-02-19,3.0,50,엘레나,10,10,30.0,0.0,4.3,1209,403,0.83
2026-02-19,3.0,76,가넷,10,10,40.0,10.0,4.6,1209,403,0.83
2026-02-19,3.0,1,재키,9,9,22.22,0.0,5.222,1209,403,0.74
2026-02-19,3.0,13,쇼우,9,9,55.56,22.22,3.222,1209,403,0.74
2026-02-19,3.0,25,버니스,9,9,22.22,0.0,5.333,1209,403,0.74
2026-02-19,3.0,29,레온,9,9,11.11,0.0,5.444,1209,403,0.74
2026-02-19,3.0,54,칼라,9,9,44.44,33.33,3.778,1209,403,0.74
2026-02-19,3.0,56,피올로,9,9,66.67,33.33,2.556,1209,403,0.74
2026-02-19,3.0,16,실비아,8,8,50.0,12.5,4.0,1209,403,0.66
2026-02-19,3.0,32,윌리엄,8,8,37.5,25.0,4.25,1209,403,0.66
2026-02-19,3.0,55,에스텔,8,8,12.5,0.0,5.75,1209,403,0.66
2026-02-19,3.0,6,나딘,7,7,57.14,14.29,3.571,1209,403,0.58
2026-02-19,3.0,28,수아,7,7,28.57,14.29,4.714,1209,403,0.58
2026-02-19,3.0,62,테오도르,7,7,28.57,0.0,4.714,1209,403,0.58
2026-02-19,3.0,69,레니,7,7,42.86,14.29,3.857,1209,403,0.58
2026-02-19,3.0,15,시셀라,6,6,16.67,0.0,5.833,1209,403,0.5
2026-02-19,3.0,45,마이,6,6,16.67,0.0,4.5,1209,403,0.5
2026-02-19,3.0,49,펠릭스,6,6,33.33,0.0,4.667,1209,403,0.5
2026-02-19,3.0,63,이안,6,6,16.67,16.67,4.333,1209,403,0.5
2026-02-19,3.0,66,아르다,6,6,16.67,0.0,4.667,1209,403,0.5
2026-02-19,3.0,3,피오라,5,5,60.0,0.0,4.0,1209,403,0.41
2026-02-19,3.0,12,혜진,5,5,60.0,20.0,3.2,1209,403,0.41
2026-02-19,3.0,23,캐시,5,5,40.0,20.0,3.6,1209,403,0.41
2026-02-19,3.0,37,다니엘,5,5,60.0,20.0,4.0,1209,403,0.41
2026-02-19,3.0,40,클로에,5,5,20.0,0.0,6.6,1209,403,0.41
2026-02-19,3.0,51,프리야,5,5,60.0,20.0,3.0,1209,403,0.41
2026-02-19,3.0,52,아디나,5,5,60.0,60.0,3.2,1209,403,0.41
2026-02-19,3.0,61,이렘,5,5,60.0,20.0,3.6,1209,403,0.41
2026-02-19,3.0,35,얀,4,4,50.0,25.0,3.5,1209,403,0.33
2026-02-19,3.0,5,자히르,3,3,66.67,0.0,4.0,1209,403,0.25
2026-02-19,3.0,24,아델라,3,3,0.0,0.0,5.667,1209,403,0.25
2026-02-19,3.0,38,제니,3,3,66.67,0.0,3.667,1209,403,0.25
2026-02-19,3.0,41,요한,3,3,33.33,0.0,5.0,1209,403,0.25
2026-02-19,3.0,44,에키온,3,3,66.67,33.33,2.667,1209,403,0.25
2026-02-19,3.0,57,마르티나,3,3,0.0,0.0,7.0,1209,403,0.25
2026-02-19,3.0,60,타지아,3,3,66.67,0.0,3.667,1209,403,0.25
2026-02-19,3.0,19,엠마,2,2,50.0,0.0,4.5,1209,403,0.17
2026-02-19,3.0,43,셀린,2,2,100.0,100.0,1.0,1209,403,0.17
2026-02-19,3.0,73,샬럿,2,2,50.0,0.0,5.5,1209,403,0.17
2026-02-20,3.0,72,카티야,88,88,37.5,13.64,4.557,2112,704,4.17
2026-02-20,3.0,78,히스이,78,78,25.64,6.41,4.962,2112,704,3.69
2026-02-20,3.0,27,알렉스,69,69,36.23,8.7,4.58,2112,704,3.27
2026-02-20,3.0,74,다르코,61,61,39.34,14.75,4.23,2112,704,2.89
2026-02-20,3.0,65,데비&마를렌,60,60,38.33,11.67,4.483,2112,704,2.84
2026-02-20,3.0,86,펜리르,59,59,32.2,1.69,4.864,2112,704,2.79
2026-02-20,3.0,67,아비게일,58,58,32.76,5.17,5.017,2112,704,2.75
2026-02-20,3.0,58,헤이즈,52,52,42.31,17.31,4.096,2112,704,2.46
2026-02-20,3.0,64,바냐,51,51,49.02,13.73,4.118,2112,704,2.41
2026-02-20,3.0,84,블레어,50,50,44.0,10.0,4.36,2112,704,2.37
2026-02-20,3.0,2,아야,49,49,30.61,10.2,4.612,2112,704,2.32
2026-02-20,3.0,11,유키,46,46,36.96,15.22,4.522,2112,704,2.18
2026-02-20,3.0,22,루크,43,43,39.53,4.65,4.442,2112,704,2.04
2026-02-20,3.0,30,일레븐,41,41,46.34,24.39,3.634,2112,704,1.94
2026-02-20,3.0,75,르노어,38,38,31.58,7.89,4.842,2112,704,1.8
2026-02-20,3.0,31,리오,36,36,30.56,2.78,4.75,2112,704,1.7
2026-02-20,3.0,21,로지,35,35,37.14,20.0,4.229,2112,704,1.66
2026-02-20,3.0,14,키아라,34,34,26.47,5.88,4.853,2112,704,1.61
2026-02-20,3.0,10,리 다이린,32,32,34.38,6.25,4.75,2112,704,1.52
2026-02-20,3.0,83,헨리,32,32,56.25,15.62,3.812,2112,704,1.52
2026-02-20,3.0,4,매그너스,31,31,45.16,19.35,4.323,2112,704,1.47
2026-02-20,3.0,70,츠바메,29,29,37.93,10.34,4.379,2112,704,1.37
2026-02-20,3.0,82,슈린,29,29,34.48,17.24,4.31,2112,704,1.37
2026-02-20,3.0,85,미르카,28,28,32.14,7.14,4.643,2112,704,1.33
2026-02-20,3.0,39,카밀로,27,27,59.26,40.74,3.37,2112,704,1.28
2026-02-20,3.0,46,에이든,27,27,51.85,11.11,4.0,2112,704,1.28
2026-02-20,3.0,53,마커스,27,27,48.15,18.52,3.926,2112,704,1.28
2026-02-20,3.0,1,재키,26,26,38.46,15.38,4.423,2112,704,1.23
2026-02-20,3.0,26,바바라,26,26,38.46,11.54,4.615,2112,704,1.23
2026-02-20,3.0,33,니키,26,26,34.62,7.69,4.538,2112,704,1.23
2026-02-20,3.0,80,이슈트반,26,26,46.15,23.08,3.846,2112,704,1.23
2026-02-20,3.0,29,레온,25,25,48.0,16.0,3.68,2112,704,1.18
2026-02-20,3.0,66,아르다,25,25,48.0,16.0,3.6,2112,704,1.18
2026-02-20,3.0,81,니아,25,25,40.0,4.0,4.32,2112,704,1.18
2026-02-20,3.0,20,레녹스,24,24,25.0,12.5,4.833,2112,704,1.14
2026-02-20,3.0,71,케네스,24,24,33.33,16.67,4.417,2112,704,1.14
2026-02-20,3.0,62,테오도르,23,23,39.13,13.04,4.391,2112,704,1.09
2026-02-20,3.0,15,시셀라,22,22,31.82,22.73,4.227,2112,704,1.04
2026-02-20,3.0,9,아이솔,21,21,28.57,9.52,4.238,2112,704,0.99
2026-02-20,3.0,17,아드리아나,21,21,42.86,9.52,4.381,2112,704,0.99
2026-02-20,3.0,48,띠아,21,21,42.86,23.81,3.81,2112,704,0.99
2026-02-20,3.0,42,비앙카,20,20,20.0,15.0,5.2,2112,704,0.95
2026-02-20,3.0,77,유민,19,19,26.32,0.0,5.053,2112,704,0.9
2026-02-20,3.0,79,유스티나,19,19,42.11,15.79,4.263,2112,704,0.9
2026-02-20,3.0,6,나딘,18,18,44.44,16.67,4.333,2112,704,0.85
2026-02-20,3.0,49,펠릭스,18,18,38.89,16.67,4.167,2112,704,0.85
2026-02-20,3.0,55,에스텔,18,18,44.44,16.67,4.167,2112,704,0.85
2026-02-20,3.0,16,실비아,17,17,41.18,5.88,4.176,2112,704,0.8
2026-02-20,3.0,18,쇼이치,17,17,35.29,11.76,4.647,2112,704,0.8
2026-02-20,3.0,35,얀,17,17,41.18,17.65,4.118,2112,704,0.8
2026-02-20,3.0,69,레니,17,17,52.94,17.65,3.824,2112,704,0.8
2026-02-20,3.0,76,가넷,17,17,17.65,0.0,5.588,2112,704,0.8
2026-02-20,3.0,36,이바,16,16,25.0,12.5,4.75,2112,704,0.76
2026-02-20,3.0,59,아이작,16,16,56.25,6.25,3.375,2112,704,0.76
2026-02-20,3.0,3,피오라,15,15,46.67,13.33,3.867,2112,704,0.71
2026-02-20,3.0,7,현우,15,15,46.67,13.33,4.2,2112,704,0.71
2026-02-20,3.0,12,혜진,14,14,35.71,28.57,3.857,2112,704,0.66
2026-02-20,3.0,13,쇼우,14,14,28.57,7.14,4.5,2112,704,0.66
2026-02-20,3.0,24,아델라,14,14,57.14,14.29,4.214,2112,704,0.66
2026-02-20,3.0,25,버니스,14,14,28.57,0.0,4.143,2112,704,0.66
2026-02-20,3.0,47,라우라,14,14,28.57,7.14,4.571,2112,704,0.66
2026-02-20,3.0,54,칼라,14,14,21.43,7.14,5.429,2112,704,0.66
2026-02-20,3.0,50,엘레나,13,13,30.77,15.38,4.769,2112,704,0.62
2026-02-20,3.0,63,이안,13,13,38.46,15.38,4.154,2112,704,0.62
2026-02-20,3.0,68,알론소,13,13,38.46,23.08,4.231,2112,704,0.62
2026-02-20,3.0,19,엠마,12,12,58.33,25.0,3.75,2112,704,0.57
2026-02-20,3.0,32,윌리엄,12,12,58.33,25.0,3.417,2112,704,0.57
2026-02-20,3.0,40,클로에,12,12,41.67,16.67,4.333,2112,704,0.57
2026-02-20,3.0,44,에키온,12,12,75.0,41.67,2.833,2112,704,0.57
2026-02-20,3.0,56,피올로,12,12,58.33,25.0,3.083,2112,704,0.57
2026-02-20,3.0,34,나타폰,11,11,27.27,9.09,4.636,2112,704,0.52
2026-02-20,3.0,43,셀린,11,11,27.27,18.18,4.545,2112,704,0.52
2026-02-20,3.0,52,아디나,11,11,72.73,18.18,3.091,2112,704,0.52
2026-02-20,3.0,23,캐시,10,10,50.0,20.0,4.8,2112,704,0.47
2026-02-20,3.0,51,프리야,10,10,30.0,10.0,4.9,2112,704,0.47
2026-02-20,3.0,28,수아,9,9,33.33,11.11,4.444,2112,704,0.43
2026-02-20,3.0,61,이렘,9,9,77.78,11.11,2.778,2112,704,0.43
2026-02-20,3.0,8,하트,8,8,50.0,37.5,4.25,2112,704,0.38
2026-02-20,3.0,37,다니엘,8,8,37.5,12.5,4.625,2112,704,0.38
2026-02-20,3.0,73,샬럿,8,8,50.0,12.5,4.125,2112,704,0.38
2026-02-20,3.0,45,마이,7,7,42.86,0.0,5.143,2112,704,0.33
2026-02-20,3.0,5,자히르,6,6,16.67,0.0,5.667,2112,704,0.28
2026-02-20,3.0,38,제니,5,5,60.0,60.0,3.4,2112,704,0.24
2026-02-20,3.0,41,요한,4,4,0.0,0.0,6.0,2112,704,0.19
2026-02-20,3.0,57,마르티나,4,4,25.0,0.0,5.75,2112,704,0.19
2026-02-20,3.0,60,타지아,4,4,50.0,25.0,4.0,2112,704,0.19
2026-02-21,3.0,72,카티야,107,107,44.86,14.95,4.234,2538,846,4.22
2026-02-21,3.0,78,히스이,85,85,28.24,5.88,4.788,2538,846,3.35
2026-02-21,3.0,84,블레어,72,72,36.11,9.72,4.556,2538,846,2.84
2026-02-21,3.0,86,펜리르,69,69,34.78,14.49,4.464,2538,846,2.72
2026-02-21,3.0,74,다르코,67,67,35.82,14.93,4.582,2538,846,2.64
2026-02-21,3.0,27,알렉스,60,60,48.33,11.67,4.183,2538,846,2.36
2026-02-21,3.0,64,바냐,60,60,33.33,10.0,4.95,2538,846,2.36
2026-02-21,3.0,58,헤이즈,58,58,36.21,13.79,4.534,2538,846,2.29
2026-02-21,3.0,2,아야,56,56,39.29,12.5,4.357,2538,846,2.21
2026-02-21,3.0,11,유키,56,56,39.29,8.93,4.696,2538,846,2.21
2026-02-21,3.0,31,리오,56,56,39.29,12.5,4.357,2538,846,2.21
2026-02-21,3.0,75,르노어,50,50,28.0,8.0,4.6,2538,846,1.97
2026-02-21,3.0,14,키아라,48,48,25.0,4.17,4.958,2538,846,1.89
2026-02-21,3.0,53,마커스,48,48,41.67,10.42,4.167,2538,846,1.89
2026-02-21,3.0,65,데비&마를렌,47,47,31.91,10.64,4.489,2538,846,1.85
2026-02-21,3.0,67,아비게일,45,45,51.11,17.78,3.756,2538,846,1.77
2026-02-21,3.0,1,재키,43,43,44.19,13.95,4.14,2538,846,1.69
2026-02-21,3.0,85,미르카,43,43,30.23,13.95,4.349,2538,846,1.69
2026-02-21,3.0,22,루크,42,42,45.24,16.67,4.071,2538,846,1.65
2026-02-21,3.0,70,츠바메,42,42,23.81,7.14,4.952,2538,846,1.65
2026-02-21,3.0,79,유스티나,42,42,45.24,26.19,3.952,2538,846,1.65
2026-02-21,3.0,83,헨리,42,42,38.1,16.67,4.571,2538,846,1.65
2026-02-21,3.0,21,로지,40,40,40.0,15.0,4.325,2538,846,1.58
2026-02-21,3.0,33,니키,38,38,34.21,10.53,4.474,2538,846,1.5
2026-02-21,3.0,30,일레븐,37,37,51.35,24.32,3.649,2538,846,1.46
2026-02-21,3.0,15,시셀라,36,36,30.56,11.11,4.722,2538,846,1.42
2026-02-21,3.0,4,매그너스,35,35,28.57,5.71,4.857,2538,846,1.38
2026-02-21,3.0,42,비앙카,34,34,20.59,2.94,5.118,2538,846,1.34
2026-02-21,3.0,71,케네스,34,34,29.41,8.82,4.647,2538,846,1.34
2026-02-21,3.0,10,리 다이린,33,33,42.42,15.15,4.182,2538,846,1.3
2026-02-21,3.0,26,바바라,33,33,30.3,6.06,4.97,2538,846,1.3
2026-02-21,3.0,82,슈린,33,33,36.36,9.09,4.152,2538,846,1.3
2026-02-21,3.0,39,카밀로,32,32,53.12,21.88,3.906,2538,846,1.26
2026-02-21,3.0,54,칼라,31,31,29.03,12.9,5.194,2538,846,1.22
2026-02-21,3.0,29,레온,30,30,33.33,10.0,4.633,2538,846,1.18
2026-02-21,3.0,18,쇼이치,29,29,24.14,6.9,5.552,2538,846,1.14
2026-02-21,3.0,20,레녹스,29,29,41.38,13.79,4.034,2538,846,1.14
2026-02-21,3.0,48,띠아,29,29,31.03,10.34,4.448,2538,846,1.14
2026-02-21,3.0,76,가넷,29,29,17.24,6.9,5.414,2538,846,1.14
2026-02-21,3.0,80,이슈트반,28,28,39.29,10.71,4.679,2538,846,1.1
2026-02-21,3.0,81,니아,28,28,42.86,21.43,3.964,2538,846,1.1
2026-02-21,3.0,9,아이솔,27,27,59.26,22.22,3.296,2538,846,1.06
2026-02-21,3.0,55,에스텔,26,26,50.0,15.38,4.269,2538,846,1.02
2026-02-21,3.0,46,에이든,25,25,24.0,4.0,5.24,2538,846,0.99
2026-02-21,3.0,59,아이작,25,25,48.0,16.0,3.88,2538,846,0.99
2026-02-21,3.0,68,알론소,24,24,29.17,8.33,4.917,2538,846,0.95
2026-02-21,3.0,63,이안,23,23,43.48,8.7,4.391,2538,846,0.91
2026-02-21,3.0,28,수아,22,22,31.82,22.73,4.318,2538,846,0.87
2026-02-21,3.0,47,라우라,22,22,31.82,13.64,4.455,2538,846,0.87
2026-02-21,3.0,6,나딘,21,21,52.38,9.52,3.952,2538,846,0.83
2026-02-21,3.0,13,쇼우,21,21,28.57,4.76,4.81,2538,846,0.83
2026-02-21,3.0,17,아드리아나,21,21,47.62,19.05,4.048,2538,846,0.83
2026-02-21,3.0,25,버니스,20,20,25.0,0.0,5.05,2538,846,0.79
2026-02-21,3.0,50,엘레나,19,19,36.84,10.53,4.579,2538,846,0.75
2026-02-21,3.0,77,유민,19,19,63.16,26.32,3.158,2538,846,0.75
2026-02-21,3.0,7,현우,18,18,33.33,22.22,4.778,2538,846,0.71
2026-02-21,3.0,16,실비아,18,18,50.0,11.11,4.056,2538,846,0.71
2026-02-21,3.0,36,이바,18,18,33.33,16.67,4.333,2538,846,0.71
2026-02-21,3.0,45,마이,18,18,50.0,16.67,4.389,2538,846,0.71
